No.,State,District,Date,Flood Cause,Main River Basin,latitude,longitude,geocode_status
330,Sarawak,Selangau,15/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Balingian (Rumah Upung, Jalan Rantau Limau); Batang Balingian (Simpang Rumah Banyoi, Lubuk Besai Pelugau); Batang Balingian (Rumah Watson, Kampung Penghulu Thomas); Batang Balingian (Jalan Menuju Ke Rumah Lapok & Rumah Gamang); Batang Balingian (SK Kuala Pelugau)",2.5400855,112.3405368,success
331,Sarawak,Sibu,15/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Geronggang),2.2883267,111.8312675,success
332,Sarawak,Sibu,15/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Oya),2.2883267,111.8312675,success
333,Sarawak,Selangau,15/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Oya (Jalan Ulu Sungai Pakoh); Batang Oya (Rumah Mambang); Batang Oya (Jln Sepapa (Jln Utama Menuju Ke Nanga Tajam & Nang); Batang Oya (Jln Tabau (Jln Menuju Ke Nanga Tajam & Nanga Tamin); Batang Oya (Rumah Tamat, Nanga Tabau); Batang Oya (Jalan Igu & Dijih Tamin)",2.5400855,112.3405368,success
334,Sarawak,Selangau,15/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Mukah (SK Nanga Kua); Batang Mukah (Rumah Silvester, Kampung Kara); Batang Mukah (Rumah Magdeline Entayang, Kampung Baru Melinau); Batang Mukah (Rumah Chandu, Kampung Keranji Madu)",2.5400855,112.3405368,success
335,Johor,Pontian,14/03/2025,"Air Laut Pasang, Hujan Lebat / Berterusan, Lain-lain",-,1.4869255,103.388961,success
336,Sarawak,Sibu,14/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Pahlawan),2.2883267,111.8312675,success
337,Melaka,Alor Gajah,14/03/2025,"Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Melaka (Kampung Melekek Luar),2.3822875,102.2097982,success
338,Sarawak,Sibu,14/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Lorong Brother Albinus 13),2.2883267,111.8312675,success
339,Melaka,Jasin,14/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Longkang Tersumbat, Pembangunan / Pembukaan Tanah / Sampah Sarap, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air",Sungai Duyong (Kg. Asam Kumbang),2.311337,102.4309231,success
340,Sarawak,Sri Aman,13/03/2025,"Lain-lain, Longkang Tersumbat, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air",-,1.237031,111.462079,success
341,Kedah,Kota Setar,13/03/2025,"Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Kedah (KDHTP24015 - Jalan Stadium),6.0969533,100.3539766,success
342,Perak,Kerian,13/03/2025,"Hujan Lebat / Berterusan, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air","Sungai Kurau (Kampung Tebuk Panchor); Sungai Kurau (Kampung Kubu Gajah, Bukit Merah)",5.0110842,100.5349068,success
343,Perak,Kinta,13/03/2025,"Air Sungai Melimpah , Struktur / Lintasan Menghalang Laluan Air","Sungai Perak (Jalan Keretapi, Pusing)",4.5980891,101.0899487,success
344,Perak,Perak Tengah,13/03/2025,"Hujan Lebat / Berterusan, Pembangunan / Pembukaan Tanah / Sampah Sarap, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air",Sungai Perak (PRAKTP0054 - Kg. Raja),4.3630034,100.9554286,success
345,Sarawak,Selangau,12/3/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Balingian (Jalan Ulu Sungai Arip); Batang Balingian (Rumah Missie, Jalan Emperan Ranggir); Batang Balingian (SK Ulu Sungai Arip)",2.5400855,112.3405368,success
346,Sarawak,Selangau,12/3/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Balingian (Rumah Dika @ Dicka Anak Anthony,Jalan Keliring, Su); Batang Balingian (Jalan menuju ke Klinik Sungai Arip); Batang Balingian (Rumah Janting); Batang Balingian (Rumah Jambai)",2.5400855,112.3405368,success
347,Sarawak,Selangau,12/3/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Balingian (Jalan Iban Union 1); Batang Balingian (Jalan Iban Union 2); Batang Balingian (Jalan Iban Union 3); Batang Balingian (Jalan Iban Union 4),2.5400855,112.3405368,success
348,Sarawak,Sri Aman,12/3/2025,"Hujan Lebat / Berterusan, Saliran Dalaman","Batang Lupar (Trusan, Sri Aman)",1.237031,111.462079,success
349,Sarawak,Selangau,12/3/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Balingian (SK Sungai Anak,Selangau); Batang Balingian (Jalan Sungai Anak)",2.5400855,112.3405368,success
350,Selangor,Kuala Selangor,11/3/2025,"Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Tengi (Laluan FT005 (hadapan kedai DIY Tg Karang)),3.3392354,101.2497808,success
351,Sarawak,Betong,11/3/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat","Batang Saribas (Kpg Manggut,Spaoh)",1.411517,111.528999,success
352,Sarawak,Betong,10/3/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Saribas (SPK Maludam); Batang Saribas (Kampung Tanjung Baru),1.411517,111.528999,success
353,Sarawak,Sri Aman,10/3/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Lupar (Jalan Kumpang, Engkilili - Lubok Antu)",1.237031,111.462079,success
354,Sarawak,Betong,10/3/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Lupar (Duri bangat Jalan Lidong),1.411517,111.528999,success
355,Sarawak,Sri Aman,9/3/2025,"Hujan Lebat / Berterusan, Pembangunan / Pembukaan Tanah / Sampah Sarap, Saliran Dalaman","Batang Lupar (Pejabat Daerah Angkatan Pertahanan Awam (APM) Sri ); Batang Lupar (LUPRTP0045 - Taman Alamanda); Batang Lupar (Jalan Sembauh); Batang Lupar (Jalan Ho Ping); Batang Lupar (Rh. Penghulu Augustine Nanta, Skra Ulu); Batang Lupar (Tg. Engkabang, Kpg. Hilir)",1.237031,111.462079,success
356,Sarawak,Sri Aman,9/3/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat",Batang Lupar (LUPRTP0038 - Kg. Melayu Skait),1.237031,111.462079,success
357,Johor,Pontian,9/3/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Pontian Besar (PNBSTP0011 - Kg. Sri Gambut),1.4869255,103.388961,success
358,Sarawak,Sri Aman,9/3/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Struktur / Lintasan Menghalang Laluan Air",-,1.237031,111.462079,success
359,Sabah,Keningau,8/3/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Sungai Padas (Kg.Takad Apin-Apin); Sungai Padas (Kg.Beribi Bayangan); Sungai Padas (Kg.Bandukan Bingkor Keningau); Sungai Padas (Kg.Pamalan); Sungai Padas (Pekan Keningau Area Tamu Ground,Petronas, Pejabat )",5.3374039,116.1566801,success
360,Negeri Sembilan,Kuala Pilah,8/3/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Muar (Kampung Orang Asli Kelapi),2.7004729,102.2261837,success
361,Sabah,Membakut,8/3/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Membakut (Kg. Bambangan); Sungai Membakut (Kg. Sinoko); Sungai Membakut (Kg. Sindok); Sungai Membakut (Kg. Baitam); Sungai Membakut (Kg. Jambatan Baru); Sungai Membakut (Kg. Lumantak); Sungai Membakut (Kg. Papas); Sungai Membakut (Kg. Lampijas); Sungai Membakut (Kg. Kayai); Sungai Membakut (Kg. Bandau); Sungai Membakut (Kg. Brunei); Sungai Membakut (Pekan Lama Membakut); Sungai Membakut (Kg. Mawao); Sungai Membakut (Kg. Sungai Damit); Sungai Membakut (Kg Limpayau); Sungai Membakut (Kg. Takapan); Sungai Membakut (Kg. Tamoi); Sungai Membakut (Kg. Kinanap); Sungai Membakut (Kg. Brunei Tengah); Sungai Membakut (Kg. Poring); Sungai Membakut (Kg. Pusak); Sungai Membakut (Kg. Tamalang); Sungai Membakut (Kg. Biau); Sungai Membakut (Kg. Brunei Skim); Sungai Membakut (Kg. Pelalai); Sungai Membakut (Skim Membakut (Kg. Pimping)); Sungai Membakut (Skim Limadang (Kg. Limadang)); Sungai Membakut (Kg. Lambunau); Sungai Membakut (Kg.Lumat Laut); Sungai Membakut (Kg.Bawan); Sungai Membakut (Kg.Tandoi); Sungai Membakut (Kg.Minopon),5.5264766,115.6966003,success
362,Sarawak,Selangau,8/3/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Mukah (Rumah Magdeline Entayang, Kampung Melinau Baru); Batang Mukah (Rumah Chandu, Kampung Keranji Madu); Batang Mukah (Rumah Silvester, Kampung Kara)",2.5400855,112.3405368,success
363,Sarawak,Selangau,8/3/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Oya (Jalan Tabau (Jalan menuju ke Nanga Tamin dan Nanga); Batang Oya (Rumah Tamat, Nanga Tabau); Batang Oya (Jalan Utama menuju ke Ensurai Nanga Tajam); Batang Oya (Jalan Utama Igu dan Dijih Tamin)",2.5400855,112.3405368,success
364,Sarawak,Limbang,8/3/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat",Sungai Limbang (LIMBTP0066 - Ng. Medamit); Sungai Limbang (LIMBTP0031 - SK RC Kubong); Sungai Limbang (LIMBTP0002 - Kg. Tanjong),4.754797,115.0089181,success
365,WP Labuan,Labuan,8/3/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman",-,5.3109549,115.2244853,success
366,WP Labuan,Labuan,8/3/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman",-,5.3109549,115.2244853,success
367,WP Labuan,Labuan,8/3/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",-,5.3109549,115.2244853,success
368,WP Labuan,Labuan,8/3/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman",-,5.3109549,115.2244853,success
369,WP Labuan,Labuan,8/3/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat",-,5.3109549,115.2244853,success
370,WP Labuan,Labuan,8/3/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman",-,5.3109549,115.2244853,success
371,WP Labuan,Labuan,8/3/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman",-,5.3109549,115.2244853,success
372,WP Labuan,Labuan,8/3/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",-,5.3109549,115.2244853,success
373,WP Labuan,Labuan,8/3/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman",-,5.3109549,115.2244853,success
374,WP Labuan,Labuan,8/3/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman",-,5.3109549,115.2244853,success
375,WP Labuan,Labuan,8/3/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman",-,5.3109549,115.2244853,success
376,WP Labuan,Labuan,8/3/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat",-,5.3109549,115.2244853,success
377,Sarawak,Lawas,8/3/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Longkang Tersumbat",Batang Terusan (Long Tukon); Batang Terusan (Long Beriwan); Batang Terusan (SK Siang-Siang); Batang Terusan (SK Trusan); Batang Terusan (SK Luagan); Batang Terusan (SK Tang Lapadan); Batang Terusan (Kampung Purusia); Batang Terusan (Kampung Gelapas); Batang Terusan (Kampung Lintang Trusan); Batang Terusan (Kampung Seberang Kedai),4.8612565,115.406759,success
378,WP Labuan,Labuan,7/3/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman",-,5.3109549,115.2244853,success
379,Sabah,Keningau,7/3/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Padas (Kg.Dalit Station); Sungai Padas (Kg.Kuala Punteh); Sungai Padas (Kg.Mempulut); Sungai Padas (Kg.Ansip),5.3374039,116.1566801,success
380,Sabah,Tenom,7/3/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Padas (PADSTP0104 - Kg. Mandalom Lama); Sungai Padas (Kg. Binsilon); Sungai Padas (PADSTP0097 - Kg. Binaei); Sungai Padas (Kg. Makakagas); Sungai Padas (Kg. Kalang Kanar); Sungai Padas (Kg. Tenom Lama); Sungai Padas (PADSTP0095 - Kg. Tumantalik); Sungai Padas (Kg. Melalap); Sungai Padas (Kg. Bunut); Sungai Padas (Kg. Pansailon Tanjung); Sungai Padas (Kg. Pagansangon); Sungai Padas (Kg. Sri Menanti); Sungai Padas (Kg. Pantongan Saga); Sungai Padas (PADSTP0098 - Kg. Ponontomon),5.1247314,115.9444858,success
381,Sarawak,Sibu,7/3/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Rajang (Jalan Sengan, Sibu)",2.2883267,111.8312675,success
382,Sabah,Tenom,7/3/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Padas (PADSTP0096 - Kg. Pantongan Sapong); Sungai Padas (Kg. Pulongan Sapong); Sungai Padas (PADSTP0101 - Kg. Enubai); Sungai Padas (Kg. Saga Laut); Sungai Padas (Kg. Pantongon Sebrang),5.1247314,115.9444858,success
383,Sabah,Beaufort,7/3/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Padas (PADSTP0018 - Kg. Bakalau); Sungai Padas (PADSTP0036 - Kg. Binunuk); Sungai Padas (PADSTP0035 - Kg. Balibata); Sungai Padas (PADSTP0019 - Kg. Bingkul); Sungai Padas (PADSTP0051 - Kg. Suasa); Sungai Padas (PADSTP0074 - Kg. Lago); Sungai Padas (Kg. Mempagar); Sungai Padas (PADSTP0020 - Kg. Melulugus); Sungai Padas (Kg. Kukup); Sungai Padas (PADSTP0005 - Kg. Batu 60); Sungai Padas (Kg. Kangsa); Sungai Padas (PADSTP0056 - Kg. Berumbai); Sungai Padas (Kg. Gumarit); Sungai Padas (Simpang 4 Chan Furniture); Sungai Padas (PADSTP0082 - Kg. Lumatai); Sungai Padas (Kampung Luagan); Sungai Padas (PADSTP0022 - Kg. Limbawang); Sungai Padas (PADSTP0041 - Kg. Lubak); Sungai Padas (Kg. Poring Lupak); Sungai Padas (Kg. Lupak); Sungai Padas (PADSTP0038 - Kg. Beringin); Sungai Padas (PADSTP0055 - Kg. Jabang); Sungai Padas (PADSTP0054 - Kg. Bangkalalak); Sungai Padas (PADSTP0048 - Kg. Lawa); Sungai Padas (Kg. Kabajang Ulu); Sungai Padas (PADSTP0057 - Kg. Mentulud); Sungai Padas (Kg. Indulibai); Sungai Padas (PADSTP0060 - Kg. Pancung / Melabau); Sungai Padas (Kg. Rancangan); Sungai Padas (Kg. Kubu); Sungai Padas (Kg. Lumadan); Sungai Padas (PADSTP0044 - Kg. Batandok); Sungai Padas (PADSTP0047 - Kg. Garama); Sungai Padas (Kg. Gadong); Sungai Padas (Kg. Gelila); Sungai Padas (Kg. Sungkadan); Sungai Padas (PADSTP0083 - Kg. Melati); Sungai Padas (Kuarters SESB Beaufort); Sungai Padas (Kuarters Kereta Api); Sungai Padas (Kg. Batu 58); Sungai Padas (Kg. Jempangah); Sungai Padas (Kg. Kitalabak); Sungai Padas (Kg. Luagan Sanginan); Sungai Padas (Kg. Laboi); Sungai Padas (PADSTP0029 - Kg. Mepahit); Sungai Padas (PADSTP0031 - Kg. Lajau); Sungai Padas (Kg. Tuhu); Sungai Padas (Kg. Selinsing); Sungai Padas (Kg. Kuala Balik); Sungai Padas (PADSTP0010 - Kg. Batu 65); Sungai Padas (Kg. Jaya Baru); Sungai Padas (PADSTP0085 - Kg. Lupak Seberang.); Sungai Padas (PADSTP0002 - Kg. Cina); Sungai Padas (Kg. Kurian Padas Damit); Sungai Padas (Kg. Klias Baru 54); Sungai Padas (Kg. Bukau); Sungai Padas (PADSTP0081 - Kg. Tamalang Along); Sungai Padas (Kg. Kebulu); Sungai Padas (Kg. Menanjung); Sungai Padas (PADSTP0046 - Kg. Kuridak); Sungai Padas (Kg. Pintas); Sungai Padas (PADSTP0001 - Pekan Beaufort); Sungai Padas (PADSTP0063 - Kg. Rancangan Klias); Sungai Padas (Kg. Pilajau),5.3455687,115.7453354,success
384,Sarawak,Sri Aman,6/3/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat, Pembangunan / Pembukaan Tanah / Sampah Sarap, Struktur / Lintasan Menghalang Laluan Air","Batang Lupar (SK Abang Aing); Batang Lupar (Rumah Awang Sahari bin Awang Liman, Stawang)",1.237031,111.462079,success
385,Sarawak,Sri Aman,6/3/2025,"Air Laut Pasang, Hujan Lebat / Berterusan, Longkang Tersumbat",Batang Lupar (Kampung Melayu Bakong),1.237031,111.462079,success
386,Selangor,Hulu Langat,6/3/2025,"Hujan Lebat / Berterusan, Pembangunan / Pembukaan Tanah / Sampah Sarap",Sungai Langat (LGATTP0022 - Kg. Pasir); Sungai Langat (LGATTP0027 - Kg. Sg. Pening),3.1132958,101.8159546,success
387,Selangor,Kuala Selangor,6/3/2025,Hujan Lebat / Berterusan,Sungai Tengi (Laluan FT005 (hadapan kedai DIY Tg. Karang)),3.3392354,101.2497808,success
388,Negeri Sembilan,Port Dickson,6/3/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Struktur / Lintasan Menghalang Laluan Air",-,2.52254,101.7962932,success
389,Melaka,Jasin,6/3/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Struktur / Lintasan Menghalang Laluan Air",-,2.311337,102.4309231,success
390,Melaka,Jasin,6/3/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Longkang Tersumbat, Pembangunan / Pembukaan Tanah / Sampah Sarap, Saliran Dalaman",Sungai Duyong (AYPNTP0004 - Kg. Lubok Kasau Bemban),2.311337,102.4309231,success
391,Melaka,Melaka Tengah,6/3/2025,"Hujan Lebat / Berterusan, Lain-lain, Longkang Tersumbat, Saliran Dalaman",Sungai Duyong (DYNGTP0004 - Taman Desa Duyong); Sungai Duyong (Perkampungan Hang Tuah); Sungai Duyong (Kg Jambatan Duyong); Sungai Duyong (Kg Bukit Duyong); Sungai Duyong (Kg Bkt Ranting); Sungai Duyong (Jalan Dang Merdu); Sungai Duyong (Kg Permatang Duyong); Sungai Melaka (Kg Durian Daun Dalam); Sungai Duyong (Kg Perigi Hang Tuah); Sungai Melaka (Taman Bukit Serindit); Sungai Melaka (Taman Elok),2.2710512,102.2886898,success
392,Negeri Sembilan,Port Dickson,6/3/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air",-,2.52254,101.7962932,success
393,Negeri Sembilan,Port Dickson,6/3/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman",-,2.52254,101.7962932,success
394,Negeri Sembilan,Port Dickson,6/3/2025,"Hujan Lebat / Berterusan, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air",-,2.52254,101.7962932,success
395,Melaka,Melaka Tengah,6/3/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air",Sungai Melaka (Kg Banda kaba),2.2710512,102.2886898,success
396,Pahang,Lipis,6/3/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air",Sungai Pahang (LIPSTP0130 - SEKOLAH KEBANGSAAN KEMAHANG),4.1792487,102.0538096,success
397,Negeri Sembilan,Port Dickson,6/3/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",-,2.52254,101.7962932,success
398,Pahang,Bera,5/3/2025,"Hujan Lebat / Berterusan, Saliran Dalaman",-,3.2705262,102.4538639,success
399,Sabah,Keningau,5/3/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Padas (Kg.Kauran),5.3374039,116.1566801,success
400,Sabah,Keningau,5/3/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Padas (Kg.Beribi Bayangan),5.3374039,116.1566801,success
401,Sabah,Tongod,5/3/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",Trusan Kinabatangan (Kg. Maliau); Trusan Kinabatangan (Kg. Entilibon Asal); Trusan Kinabatangan (Kg. Minusuh),5.2783414,117.088771,success
402,Sabah,Ranau,5/3/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Pembangunan / Pembukaan Tanah / Sampah Sarap, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air",Sungai Labuk (Kg. Libang); Sungai Labuk (Kg. Bahab); Sungai Labuk (Kg. Tudangan); Sungai Labuk (Kg. Kokob),5.953561,116.6639501,success
403,Johor,Johor Bahru,4/3/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air","Sungai Skudai (Kg Poh Chi Ling); Sungai Skudai (Jalan Laksamana 11, Taman Ungku Tun Aminah); Sungai Skudai (Jalan shahbandar 8, Taman Ungku Tun Aminah); Sungai Skudai (Jalan shahbandar 8, Taman Ungku Tun Aminah); Sungai Skudai (Jalan Emas 13, Taman Sri Skudai); Sungai Skudai (Jalan Emas Puteh 5, Taman Sri Skudai)",1.4798575,103.7642576,success
404,Sarawak,Sri Aman,4/3/2025,"Air Laut Pasang, Air Sungai Melimpah","Batang Lupar (Upik, Lingga)",1.237031,111.462079,success
405,Sarawak,Betong,3/3/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Kerian (Kampung Sessang, Kabong)",1.411517,111.528999,success
406,Sarawak,Pusa,3/3/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Saribas (Kampung Hilir Tuie),1.619999,111.2915992,success
407,Sarawak,Samarahan,2/3/2025,"Air Laut Pasang, Hujan Lebat / Berterusan",Batang Sadong (Kampung Nanas); Batang Sadong (Kampung Sual); Batang Sadong (Kampung Hijrah Fasa 1); Batang Sadong (Kampung Hijrah Lintang); Batang Sadong (Kampung Hijrah Fasa 2),1.4427573,110.4977108,success
408,Sarawak,Kuching,28/02/2025,"Hujan Lebat / Berterusan, Pembangunan / Pembukaan Tanah / Sampah Sarap, Saliran Dalaman",Batang Salak (SRWKTP0196 - Kg. Pasir Pandak),1.5533785,110.359503,success
409,Selangor,Kuala Selangor,27/02/2025,"Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Tengi (Laluan FT005(hadapan DIY Tg Karang)),3.3392354,101.2497808,success
410,Selangor,Klang,27/02/2025,"Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Klang (Taman Melawis (Jalan Emas)); Sungai Klang (Taman Melawis (Jalan Tanjung)),3.0392164,101.4418818,success
411,Selangor,Sabak Bernam,27/02/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",-,3.769601,100.9836551,success
412,Sarawak,Betong,26/02/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Saribas (SRKETP000 - Kg. Lalang); Batang Saribas (Kampung Bungey); Batang Saribas (SRKETP001 - Kg. Babu),1.411517,111.528999,success
413,Sarawak,Betong,26/02/2025,Hujan Lebat / Berterusan,"Batang Saribas (Kpg Supa,Spaoh)",1.411517,111.528999,success
414,Sabah,Tongod,26/02/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Trusan Kinabatangan (Kg. Linayukan); Trusan Kinabatangan (Kg. Maliau); Trusan Kinabatangan (Kg. Sanan); Trusan Kinabatangan (Kg. Entilibon Asal); Trusan Kinabatangan (Kg. Simpang Entilibon),5.2783414,117.088771,success
415,Sarawak,Sarikei,26/02/2025,"Hujan Lebat / Berterusan, Saliran Dalaman","Batang Rajang (SK Adin); Batang Rajang (SJK Sing Ming); Batang Rajang (Jalan Rh.Janda, Bayong)",2.131703,111.5237279,success
416,Sabah,Telupid,25/02/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Labuk (Kg. Nangoh); Sungai Labuk (Kg Terasak); Sungai Labuk (Kg Perancangan); Sungai Labuk (Kg Bambangan); Sungai Labuk (Kg Sualok); Sungai Labuk (Kg Lidong); Sungai Labuk (Kg Kiabau); Sungai Labuk (Kg Gana Jati); Sungai Labuk (Jalan Utama Sapi Nangoh); Sungai Labuk (Kg Ansuan); Sungai Labuk (Kg Tembidong Bidong); Sungai Labuk (Kg Bakong-bakong),5.627233,117.127534,success
417,Sarawak,Samarahan,25/02/2025,"Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Sarawak (Taman Samarindah Lorong 21),1.4427573,110.4977108,success
418,Sarawak,Kuching,25/02/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat",Sungai Sarawak (SRWKTP0141 - Jalan Mendu); Sungai Sarawak (SRWKTP0144 - Jalan Tabuan),1.5533785,110.359503,success
419,Kelantan,Tanah Merah,25/02/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Kelantan (MANLTP0003 - Kg. Kulim (2)); Sungai Kelantan (KLTNTP2100 - Kg. Cekok Ipoh); Sungai Kelantan (JGORTP0003 - Kg. Terasil),5.8087951,102.1475747,success
420,Kelantan,Tanah Merah,25/02/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Golok (ABJGTP0001 - Kg. Air Bujing); Sungai Golok (KLTNTP1554 - Kg. Tilam); Sungai Golok (GLOKTP0054 - Kg. Nibong); Sungai Golok (GLOKTP0056 - Kg. Renab),5.8087951,102.1475747,success
421,Kelantan,Pasir Mas,25/02/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Golok (GLOKTP0012 - Kg. Lubok Stol),6.0474938,102.1393252,success
422,Pulau Pinang,Seberang Perai Tengah,24/02/2025,Hujan Lebat / Berterusan,Sungai Juru (JJGTP00035 - Taman Impian Ria); Sungai Juru (MCBBTP0002 - Kg. Tok Konan); Sungai Juru (Kg. Tok Musa); Sungai Juru (JJGTP00055 - Machang Bubuk),5.353468,100.4517935,success
423,Sarawak,Limbang,22/02/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Longkang Tersumbat",Batang Terusan (TRSNTP0010 - SK Luagan Sundar); Batang Terusan (TRSNTP0003 - SMK Sundar); Batang Terusan (SK Aru Baru); Batang Terusan (SK Siang-Siang),4.754797,115.0089181,success
424,Negeri Sembilan,Jelebu,22/02/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Pahang (KNBOTP0005 - Taman Pekan Baru),2.9410716,102.0719101,success
425,Melaka,Alor Gajah,22/02/2025,"Hujan Lebat / Berterusan, Pembangunan / Pembukaan Tanah / Sampah Sarap",Sungai Melaka (PEKAN REMBIA),2.3822875,102.2097982,success
426,Sarawak,Bintulu,21/02/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",Batang Kemena (RPR Sungai Plan),3.1738542,113.0428485,success
427,Sabah,Kota Kinabalu,21/02/2025,"Air Laut Pasang, Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Inanam (INNMTP0003 - Kg. Likas); Sungai Inanam (INNMTP0008 - Taman Dah Yeh Villa); Sungai Inanam (Hospital Queen Elizabeth 1); Sungai Monyog (Lido); Sungai Inanam (Saadong Jaya),5.9843644,116.077344,success
